hour,minute,online
0,0,18
0,10,19
0,20,16
0,30,17
0,40,16
0,50,15
1,0,13
1,10,12
1,20,10
1,30,9
1,40,9
1,50,9
2,0,9
2,10,9
2,20,9
2,30,9
2,40,9
2,50,9
3,0,8
3,10,8
3,20,8
3,30,8
3,40,7
3,50,7
4,0,7
4,10,7
4,20,7
4,30,7
4,40,7
4,50,7
5,0,7
5,10,7
5,20,7
5,30,7
5,40,7
5,50,7
6,0,7
6,10,6
6,20,6
6,30,6
6,40,6
6,50,6
7,0,6
7,10,6
7,20,6
7,30,6
7,40,5
7,50,5
8,0,5
8,10,5
8,20,5
8,30,5
8,40,3
8,50,3
9,0,4
9,10,5
9,20,5
9,30,4
9,40,4
9,50,5
10,0,6
10,10,5
10,20,5
10,30,6
10,40,6
10,50,6
11,0,6
11,10,7
11,20,7
11,40,5
11,50,6
12,0,8
12,10,8
12,20,9
12,30,8
12,40,8
12,50,8
13,0,9
13,10,8
13,20,8
13,30,8
13,40,8
13,50,7
14,0,7
14,10,6
14,20,4
14,30,3
14,40,3
14,50,3
15,0,3
15,10,3
15,20,3
15,30,3
15,40,3
15,50,3
16,0,3
16,10,4
16,20,3
16,30,3
16,40,3
16,50,4
17,0,4
17,10,5
17,20,4
17,30,4
17,40,4
17,50,3
18,0,3
18,10,3
18,20,3
18,30,3
18,40,4
18,50,3
19,0,2
19,10,2
19,20,2
19,30,2
19,40,2
19,50,1
20,0,1
20,10,1
20,20,1
20,30,3
20,39,4
20,50,6
21,0,10
21,10,12
21,20,16
21,30,15
21,40,16
21,50,18
22,0,18
22,10,19
22,20,20
22,30,19
22,40,17
22,50,17
23,0,16
23,10,16
23,20,17
23,30,17
23,40,18
23,50,15
